record_code	format_version	submission_date	reporting_agency	release_agency	coordinator	tag_code_or_release_id	tag_type	first_sequential_number	last_sequential_number	related_group_type	related_group_id	species	run	brood_year	first_release_date	last_release_date	release_location_code	hatchery_location_code	stock_location_code	release_stage	rearing_type	study_type	release_strategy	avg_weight	avg_length	study_integrity	cwt_1st_mark	cwt_1st_mark_count	cwt_2nd_mark	cwt_2nd_mark_count	non_cwt_1st_mark	non_cwt_1st_mark_count	non_cwt_2nd_mark	non_cwt_2nd_mark_count	counting_method	tag_loss_rate	tag_loss_days	tag_loss_sample_size	tag_reused	comments	release_location_name	hatchery_location_name	stock_location_name	release_location_state	release_location_rmis_region	release_location_rmis_basin	record_origin	tagged_adclipped	tagged_unclipped	untagged_adclipped	untagged_unclipped	untagged_unknown
T	4.1	20150730	NWIFC	STIL	14	210930	12					2	3	2009	20110507	20110606	3F10308  050170AR	3F10308  050170AH	3F10308  050254 S	S	H	P	VO	25.2			5000	27223	0000	278	5000	278			C	0.01		500			JOHNSON CR  05.0170A	NORTH FORK HATCHERY	FORTSON CR   05.0254	WA	NPS	STIL	N	27223	278	278	0	0
N	4.1	20200302	WDFW	WDFW	04	!04P00035173						2		2008	20090218	20090218	3F564 24 UNK  4 R	3F21902  240460 H	3F21902  240460 S	E	H		FR	0.43							0000	129000								EXCESS COHO FRY PLANTED AS UN-FED FRY INTO SNAG LAKE	SNAG LK (PACI)	NEMAH HATCHERY	NEMAH R      24.0460	WA	WAGN	WAGNG	N	0	0	0	129000	0
T	4.1	20200127	ADFG	DIPAC	01	042286	12					2	3	2008	20100603	20100603	1M1NE111 40	1F1NE111 4010150998	1F1NE111 3210320052	S	H	P	FR	24.56		N	5500	24539			0500	302060	5500	1401	B	0.054	148	541			GASTINEAU CH 111-40	MACAULAY	FISH CR 111-32	AK	SEAK	SENE	N	24539	0	1401	302060	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO08192						2	3	2008	200804	200805	2FS  GSVIR2223	2FS  GSVIH2537	2FS  GSVIS2223	S	H	P				N					0000	3800			B						R-Beaver Cr/GSVI	H-Lake Cowichan H	S-Beaver Cr/GSVI	BC	GST	GSVI	N	0	0	0	3800	0
T	4.1	20200127	ADFG	ADFG	12	310322	12					2		2001	20040602	20040606	1F2UC244 3010010063		1F2UC244 3010010	S	W					N	5000	11808			5000	83				0.007					MOOSE R 244-30	NA	KENAI R	AK	CEAK	UCI	N	11808	0	83	0	0
N	4.1	20150730	NWIFC	LUMMI	14	!142012TI001						2	3	2010	20120507	20120507	3M10107  888001 R	3M10107  888001 H	3M10107  888001 S	S	H	P	FR	23.87		N					5000	433008	0000	13392	B						LUMMI SEA PONDS	LUMMI SEA PONDS	LUMMI STOCK	WA	NOWA	NOOK	N	0	0	433008	13392	0
T	4.1	20200127	ADFG	ADFG	12	310269	12					2		2001	20030529	20030529	1F2UC247 5010060	1F2UC247 5010060999	1F2UC247 5010060	S	H	P	FR	19.7	122	N	5500	18971			0500	48548	5500	19	W	0.001	76	752			SHIP CR 247-50	FORT RICHARDSON	SHIP CR	AK	CEAK	UCI	N	18971	0	19	48548	0
N	4.1	20200302	WDFW	WDFW	04	!04P00035287						2	7	2008	20100415	20100415	3F42001  270002 R	3F42001  270002 H	3F42001  270002 S	Y	H		FR	26.44	134						5000	137628	0000	165							KALAMA R     27.0002	KALAMA FALLS HATCHERY	KALAMA R     27.0002	WA	LOCR	LEWI	N	0	0	137628	165	0
T	4.1	20200127	ADFG	POWHA	01	040772	12					2		2001	20030531	20030531	1F1SW103 6010470	1F1SW103 6010470	1F1SW103 6010470	S	H	P	VO	22.22	120	N	5000	90572			0000	1747134			B	0					KLAWOCK R 103-60	KLAWOCK RIVER	KLAWOCK R	AK	SEAK	SESW	N	90572	0	0	1747134	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01197						2	3	2001	20020617	20020617	2FN  QCI R1326	2FN  QCI H6198	2FN  QCI S1326	F	H	B		0.62		N					0000	31000			W						R-Tarundl Cr	H-Northern Trollers Ass H	S-Tarundl Cr	BC	QCI	QCIG	N	0	0	0	31000	0
T	4.1	20200127	ADFG	POWHA	01	040774	12					2		2001	20030531	20030531	1F1SW103 6010470	1F1SW103 6010470	1F1SW103 6010470	S	H	P	VO	21.24	120	N	5000	11270			0000	218266	5000	45	B	0.004					KLAWOCK R 103-60	KLAWOCK RIVER	KLAWOCK R	AK	SEAK	SESW	N	11270	0	45	218266	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01198						2	3	2001	20020812	20020812	2FN  QCI R1326	2FN  QCI H6198	2FN  QCI S1326	F	H	B		2.73		N					0000	1000			W						R-Tarundl Cr	H-Northern Trollers Ass H	S-Tarundl Cr	BC	QCI	QCIG	N	0	0	0	1000	0
T	4.1	20200127	ADFG	POWHA	01	040773	12					2		2001	20030531	20030531	1F1SW103 6010470	1F1SW103 6010470	1F1SW103 6010470	S	H	P	VO	22.9	120	N	5000	11403			0000	220408	5000	23	B	0.002					KLAWOCK R 103-60	KLAWOCK RIVER	KLAWOCK R	AK	SEAK	SESW	N	11403	0	23	220408	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO0424						2	3	2004	20050602	20050602	2FS  LWFRR3219	2FS  LWFRH0314	2FS  LWFRS0281	F	H	B		1.3		N					0000	5000			B						R-Deer Lk Cr	H-Brunette River H	S-Kanaka Cr	BC	FRTH	LOFR	N	0	0	0	5000	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO04247						2	3	2004	20060513	20060513	2FS  LWFRR1302	2FS  LWFRH0314	2FS  LWFRS0281	S	H	B		17		N					0000	3000			B						R-Stoney Cr/Brunette	H-Brunette River H	S-Kanaka Cr	BC	FRTH	LOFR	N	0	0	0	3000	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO04260						2	3	2004	20060228	20060228	2FS  SWVIR0128	2FS  SWVIH0128	2FS  SWVIS0128	S	H	P		16	113	N					0000	41665			B						R-Thornton Cr	H-Thornton Creek H	S-Thornton Cr	BC	WCVI	SWVI	N	0	0	0	41665	0
N	4.1	20200302	WDFW	WDFW	04	!04P00035469						2		2009	20100624	20100624	3F10806  180017 R	3F10806  180018 H	3F10806  180018 S	G	H		FR	2.59							0000	2000									COOPER CR   18.0017	DUNGENESS HATCHERY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	2000	0
N	4.1	20200302	WDFW	COOP	04	!04P00035594						2	7	2010	20110224	20110224	3F42001  270168ZR	3F42001  270168 H73	3F42001  270168 S	E	H			0.3							0000	50000									LEWIS R TRIBS	FISH FIRST RSI	LEWIS R      27.0168	WA	LOCR	LEWI	N	0	0	0	50000	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01235						2	3	2001	20020618	20020619	2FN  QCI R1331	2FN  QCI H1331	2FN  QCI S1331	F	H	B		3		N					0000	9945			W						R-Mamin R	H-Mamin River H	S-Mamin R	BC	QCI	QCIG	N	0	0	0	9945	0
N	4.1	20200302	WDFW	WDFW	04	!04P00035667						2		2004	20060401	20060415	3F21902  240356 R	3F21902  240356 H	3F21902  240251 S	Y	H			25.91	125						5000	348163	0000	7105						BO=MIXED(HxW)	FORK CR      24.0356	FORKS CREEK HATCHERY	WILLAPA R    24.0251	WA	WILP	WILR	N	0	0	348163	7105	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01450						2	3	2001	20020618	20020618	2FS  LWFRR6370	2FS  LWFRH0314	2FS  LWFRS0281	F	H	B		1		N					0000	1000			W						R-Buena Vista Cr	H-Brunette River H	S-Kanaka Cr	BC	FRTH	LOFR	N	0	0	0	1000	0
T	4.1	20200127	ADFG	SSRAA	01	040730	12					2		2001	20021028	20021122	1F1SE106 3010750999	1F1SE106 22	1F1SE106 2299997	P	H	P	FR	21.1	126	N	5000	10861			0000	273125	5000	244	W	0.022	5	633			NECK LK 106-30	BURNETT INLET	BURNETT INLET H	AK	SEAK	SESE	N	10861	0	244	273125	0
T	4.1	20200127	ADFG	SSRAA	01	040732	12					2		2001	20021122	20021122	1F1SE106 3010750999	1F1SE106 22	1F1SE106 2299997	P	H	P	FR	24	127	N	5000	11006			0000	273101	5000	411	B	0.036	3	633			NECK LK 106-30	BURNETT INLET	BURNETT INLET H	AK	SEAK	SESE	N	11006	0	411	273101	0
T	4.1	20200127	ADFG	SSRAA	01	041255	12					2	3	2004	20060520	20060520	1M1SE107 30	1F1SE101 4510070	1F1SE101 4510070999	S	H	P	FR	27.71	142	N	5000	10566			0000	98371	5000	282	B	0.026	53	700			ANITA BAY 107-30	WHITMAN LAKE	WHITMAN LAKE H	AK	SEAK	SESE	N	10566	0	282	98371	0
N	4.1	20200302	WDFW	WDFW	04	!04P00041126						2		2007	20090415	20090422	3F21802  220240 R	3F21802  220240 H	3F21802  220240 S	Y	H		VO	25.19	130						5000	29880	0000	120							VAN WINKLE C 22.0240	LK ABERDEEN HATCHERY	VAN WINKLE C 22.0240	WA	GRAY	GHLC	N	0	0	29880	120	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO06127						2	3	2006	20070712	20070712	2FN  QCI R2547	2FN  QCI H6198	2FN  QCI S2547	F	H	B		2.23		N					0000	4125			B						R-Jungle Cr	H-Northern Trollers Ass H	S-Jungle Cr	BC	QCI	QCIG	N	0	0	0	4125	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO06130						2	3	2006	20070709	20070709	2FN  QCI R6733	2FN  QCI H6198	2FN  QCI S6729	F	H	B		2.04		N					0000	2700			B						R-Leander Cr	H-Northern Trollers Ass H	S-Chinukundl Cr	BC	QCI	QCIG	N	0	0	0	2700	0
N	4.1	20200302	WDFW	WDFW	04	!04P00049728						2	7	2007	20080411	20080411	3F21802  220478 R12	3F21802  220360 H	3F21802  220465 S	E	H			0.45							0000	56000								BO=MIXED(HxW)	VANCE CR ADLT PD 22.0478	BINGHAM CR HATCHERY	BINGHAM CR   22.0465	WA	GRAY	GHLC	N	0	0	0	56000	0
N	4.1	20200124	CDFO	CDFO	03	!03AD0439						2	3	2004	20050526	20050526	2FS  SWVIR0988	2FS  SWVIH0114	2FS  SWVIS0114	F	H	B		3.8		N					5000	45999									R-Francis Lk/SWVI	H-Nitinat River H	S-Nitinat R	BC	WCVI	SWVI	N	0	0	45999	0	0
T	4.1	20200127	ADFG	AKI	01	040954	12					2		2002	20040603	20040603	1M1NE109 1099996	1F1NE109 10	1F1NE109 1099983	S	H	B	FR	28.71	142	N	5500	12876			0500	305332			W	0	39	470			PORT ARMSTRONG109-10	PORT ARMSTRONG	PORT ARMSTRONG H	AK	SEAK	SENE	N	12876	0	0	305332	0
T	4.1	20200127	ADFG	SSRAA	01	041248	12					2	3	2004	20060531	20060531	1F1SE101 9010100	1F1SE101 9010100	1F1SE101 4510070999	S	H	P	FR	23.86	130	N	5000	10106			0000	409629	5000	761	W	0.07	39	730			NEETS BAY 101-90	NEETS BAY	WHITMAN LAKE H	AK	SEAK	SESE	N	10106	0	761	409629	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01141						2	3	2001	20020611	20020611	2FS  SWVIR0441	2FS  SWVIH0093	2FS  SWVIS0093	F	H	B		2.6		N					0000	50000			B						R-Harris Cr/SWVI	H-San Juan River H	S-San Juan R	BC	WCVI	SWVI	N	0	0	0	50000	0
N	4.1	20200302	WDFW	COOP	04	!04P00036497						2		2008	20090409	20090409	3F10308  070117 R	3F10308  076010 H	3F10308  070012 S02	E	H			0.45							0000	2000								CEMETERY CREEK	UNNAMED CR   07.0117	SNOHOMISH SPORTSMEN	SKYKOMISH R  07.0012	WA	NPS	SNOH	N	0	0	0	2000	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01146						2	3	2001	20020915	20020918	2FN  SKNAR0055	2FN  SKNAH0055	2FN  SKNAS0055	F	H	B		2.48		N					0000	17421			B					FALL FRY RELEASE (SMALLS).	R-Babine R	H-Babine River H	S-Babine R	BC	NOBC	SKNA	N	0	0	0	17421	0
T	4.1	20200127	ADFG	SJC	01	040697	12					2		2001	20030512	20030512	1M1NW113 4199995	1F1NW113 4110190	1F1NW113 4110190998	S	H	P		17		N	5000	10000								0					CRESCENT BAY 113-41	SHELDON JACKSON	SHELDON JACKSON H	AK	SEAK	SENW	N	10000	0	0	0	0
T	4.1	20200127	ADFG	SSRAA	01	041875	12					2	3	2007	20090601	20090601	1F1SE101 9010100	1F1SE101 9010100	1F1SE101 4510070999	S	H	P	FR	37.2	151	N	5000	10399			0000	230761	5000	180	B	0.017	49	536			NEETS BAY 101-90	NEETS BAY	WHITMAN LAKE H	AK	SEAK	SESE	N	10399	0	180	230761	0
N	4.1	20200302	WDFW	COOP	04	!04P00037333						2	7	2005	20070611	20070611	3F21802  230913 R	3F218 23 Q5FA61 R	3F21802  220465 S	Y	H			26.68							5000	47582	0000	418						BO=MIXED(HxW)	GHEER CR     23.0913	CARLISLE LK PROJECT	BINGHAM CR   22.0465	WA	GRAY	UPCH	N	0	0	47582	418	0
N	4.1	20200302	WDFW	WDFW	04	!04P00037393						2		2007	20090417	20090422	3F21802  230761 R	3F21802  230761 H	3F21802  220360 S	Y	H		VO	27.49	124						5000	4468	0000	82							SKOOKUMCHUCK 23.0761	SKOOKUMCHUCK HATCHERY	SATSOP R     22.0360	WA	GRAY	UPCH	N	0	0	4468	82	0
N	4.1	20200218	ODFW	ODFW	05	!05NT10032						2		2001	20030401	20030401	5F222    1800100052	5F22255  H55    21	5F222    33	G	H	P	FR	2.27		N					5000	15000			B					NON TAGGED RELEASE	DEPOE CR (DEPOE  BAY)	SILETZ R STEP	SILETZ R (SILETZ HT)	OR	NOOR	SIYA	N	0	0	15000	0	0
T	4.1	20150730	NWIFC	SKOK	14	055310	12					2	3	2010	20120507	20120507	3M10412  888402 R	3M10412  888402 H	3F10412  170012 S01	S	H	P	FR	36.29			5000	41550			5000	157852			B	0.008		500		52 days in pen	QUILCENE BAY SEAPENS	QUILCENE BAY SEA PEN	QUILCENE NFH STOCK	WA	HOOD	LUDA	N	41550	0	157852	0	0
T	4.1	20150730	NWIFC	SUQ	14	210974	12					2	3	2010	20120522	20120522	3M10510  888106 H	3F10510  150216 H	3F10513  150048 S	S	H	P	FR			N	5000	52621	0000	0	5000	236840	0000	1707	B	0.01		100			AGATE PASS SEA PENS	GORST CR REARING PND	MINTER CR    15.0048	WA	MPS	EKPN	N	52621	0	236840	1707	0
N	4.1	20200302	WDFW	WDFW	04	!04P00037517						2	7	2001	20030501	20030501	3F42001  280159 R	3F42001  280159 H	3F42001  280159 S	Y	H			27.99	137						5000	68322	0000	144						VOL. RELEASE APRIL-MAY	WASHOUGAL R  28.0159	WASHOUGAL HATCHERY	WASHOUGAL R  28.0159	WA	LOCR	SAWA	N	0	0	68322	144	0
T	4.1	20150730	NWIFC	LUMMI	14	210952	12					2	3	2010	20120525	20120531	3F10107  010273 R	3F10107  010273 H	3F10107  010273 S	S	H	P	VO	23.87		N	5000	43725	0000	181	5000	826178	0000	25544	C	0.0061		489		Morts due to Trich allocated by tagged/untagged ratio	SKOOKUM CR   01.0273	SKOOKUM CR HATCHERY	SKOOKUM CR   01.0273	WA	NOWA	NOOK	N	43725	181	826178	25544	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050384						2		2001	20030529	20030530	3F10208  031411 R	3F10208  031421 H	3F10208  030176 S	Y	H			27.65	13						5000	68420									CASCADE R    03.1411	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	UPSK	N	0	0	68420	0	0
N	4.1	20200302	WDFW	COOP	04	!04P00050392						2	7	2006	20070306	20070306	3F42001  280059 R	3F42001  2874203	3F42001  270168 S		H			0.5							0000	9500								CASEE CREEK	SALMON CR    28.0059	CLARK COUNTY PUD	LEWIS R      27.0168	WA	LOCR	SAWA	N	0	0	0	9500	0
T	4.1	20150730	NWIFC	PUYA	14	210995	12					2	3	2010	20120516	20120516	3F10511  100021 R46	3F10511  100414 H	3F10511  100414 S	S	H	P	FR	21.7	124	N	5000	92700	0000	0	5000	0	0000	0	B	0		500			COWSKULL ACCLIM POND	VOIGHTS CR HATCHERY	VOIGHT CR    10.0414	WA	MPS	PUYA	N	92700	0	0	0	0
N	4.1	20200302	WDFW	COOP	04	!04P00050393						2		2002	20030516	20030516	3F10308  070826 R	3F10308  0778172E	3F10308  070012 S02		H			0.9							0000	300									WOODS CR     07.0826	SKY VALLEY SDA SCHL	SKYKOMISH R  07.0012	WA	NPS	SNOH	N	0	0	0	300	0
T	4.1	20200127	ADFG	SSRAA	01	041878	12					2	3	2007	20090602	20090602	1F1SE101 9010100	1F1SE101 9010100	1F1SE101 4510070999	S	H	P	FR	25.8	135	N	5000	10760			0000	318080	5000	310	B	0.028	46	953			NEETS BAY 101-90	NEETS BAY	WHITMAN LAKE H	AK	SEAK	SESE	N	10760	0	310	318080	0
N	4.1	20200302	WDFW	COOP	04	!04P00018706						2		2006	20070301	20070320	3F10510  080049 R02	3F10510  080028 E	3F10510  080178 S		H			0.5							0000	10000									BALLINGER LK (SNOH)	CLASSROOM COMMUNITY	ISSAQUAH CR  08.0178	WA	MPS	LAKW	N	0	0	0	10000	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO04198						2	3	2004	20050527	20050527	2FN  QCI R2578	2FN  QCI H6198	2FN  QCI S1324	F	H	B		0.8		N					0000	7500			B						R-Skowkona R	H-Northern Trollers Ass H	S-Honna R	BC	QCI	QCIG	N	0	0	0	7500	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO04202						2	3	2004	20050316	20050326	2FS  JNSTR2231	2FS  JNSTH1671	2FS  JNSTS0106	F	H	B	FR	0.5		N					0000	25			B						R-Nunn's Cr	H-Campbell River Schools	S-Quinsam R	BC	JNST	JSVI	N	0	0	0	25	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO04204						2	3	2004	20050422	20050518	2FS  JNSTR1319	2FS  JNSTH1671	2FS  JNSTS0106	F	H	B	FR	2		N					0000	455			B						R-Simms Cr	H-Campbell River Schools	S-Quinsam R	BC	GST	GSVI	N	0	0	0	455	0
N	4.1	20200302	WDFW	COOP	04	!04P00050492						2		2008	20090415	20090415	3F10308  070184 R	3F10308  076010 H	3F10308  070012 S02	E	H			0.45							0000	2000									FRENCH CR    07.0184	SNOHOMISH SPORTSMEN	SKYKOMISH R  07.0012	WA	NPS	SNOH	N	0	0	0	2000	0
N	4.1	20200127	ADFG	ADFG	01	!01112ADFG03						2	3	2009	20110720	20110720	1F2UC247 6010340	1F2UC247 5010060999	1F2UC247 5010060	S	H	P		19.8		N					0500	71960			V						CAMPBELL CR 247-60	FORT RICHARDSON	SHIP CR	AK	CEAK	UCI	N	0	0	0	71960	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050593						2		2006	20080407	20080422	3F21802  220064 R	3F21802  220004 H	3F21802  220004 S	Y	H			30.23	139						5000	823277	0000	6723							STEVENS CR   22.0064	HUMPTULIPS HATCHERY	HUMPTULIPS R 22.0004	WA	GRAY	GHLC	N	0	0	823277	6723	0
N	4.1	20200302	WDFW	COOP	04	!04P00038321						2		2010	20110413	20110413	3F10806  180018 R	3F10609  1773094E	3F10806  180018 S		H		FR	0.9							0000	230									DUNGENESS R  18.0018	SALISH COAST ELEMENTARY	DUNGENESS R  18.0018	WA	JUAN	ELDU	N	0	0	0	230	0
N	4.1	20200302	WDFW	COOP	04	!04P00064626						2		2008	20090324	20090324	3F10511  150129 R	3F10511  156011 H	3F10510  090072 S		H			0.9							0000	15000									JUDD CR      15.0129	VASHON SPORTSMEN	BIG SOOS CR  09.0072	WA	MPS	EKPN	N	0	0	0	15000	0
N	4.1	20200302	WDFW	WDFW	04	!04P00056551						2		2008	20100521	20100521	3M10513  888131 R	3M10513  888131 H	3F10308  070012 S02	Y	H		FR	29.51							5000	90784	0000	1919							PEALE PASS @ SS PENS	SOUTH SOUND NET PENS	SKYKOMISH R  07.0012	WA	SPS	EKPS	N	0	0	90784	1919	0
T	4.1	20200302	WDFW	WDFW	04	635479	13					2		2008	20100501	20100513	3F21802  220465 R		3F21802  220465 S	Y	W	E		22.68			0000	21694							C					WILDSTOCK	BINGHAM CR   22.0465	NA	BINGHAM CR   22.0465	WA	GRAY	GHLC	N	0	21694	0	0	0
N	4.1	20200302	WDFW	WDFW	04	!04P00038435						2		2004	20060519	20060522	3F10208  031411 R	3F10208  031421 H	3F10208  030176 S	Y	H			26.68	119						5000	168011	0000	506						BIGS AND SMALLS FROM TRAILER	CASCADE R    03.1411	MARBLEMOUNT HATCHERY	SKAGIT R     03.0176	WA	SKAG	UPSK	N	0	0	168011	506	0
T	4.1	20150730	NWIFC	NISQ	14	210954	12					2	3	2010	20120523	20120615	3F10513  110017AR	3F10513  110017AH	3F10513  110017AS	G	H	P	VO	16.2		N	5000	45670	0000	0	5000	298751	0000	579	B	0.0019		517			KALAMA CR    11.0017	KALAMA CR HATCHERY	KALAMA CR    11.0017	WA	SPS	NISQ	N	45670	0	298751	579	0
T	4.1	20170515	NWIFC	TULA	14	210955	12					2	3	2010	20120511	20120703	3F10308  070001 R	3F10308  070001 H	3F10308  070012 S02	S	H	K	VO	24.39			5500	43022	0500	456	5500	1550543	0500	20979	P	0.0129		387		100% otolith marked.Release based on outmigrant derived counts	TULALIP CR   07.0001	BERNIE GOBIN HATCH	SKYKOMISH R  07.0012	WA	NPS	SNOH	N	43022	456	1550543	20979	0
T	4.1	20200127	ADFG	SSRAA	01	042566	12					2	3	2009	20110531	20110531	1F1SE101 9010100	1F1SE101 9010100	1F1SE101 4510070999	S	H	P	FR	31.59	141	N	5000	10679			0000	269836	5000	515	B	0.046	39	842			NEETS BAY 101-90	NEETS BAY	WHITMAN LAKE H	AK	SEAK	SESE	N	10679	0	515	269836	0
T	4.1	20200127	ADFG	AKI	01	040783	12					2	3	2001	20030530	20030530	1M1NE109 1099996	1F1NE109 10	1F1NE109 1099983	S	H	B	FR	21.03	129	N	5500	8244			0500	210654	5500	25	B	0.003	41	347			PORT ARMSTRONG109-10	PORT ARMSTRONG	PORT ARMSTRONG H	AK	SEAK	SENE	N	8244	0	25	210654	0
T	4.1	20200127	ADFG	MIC	13	470155	12					2	3	2006	20080527	20080527	1F1SE101 2510250	1F1SE101 2510250	1F1SE101 2510250	S	H	P	FR	23.3		N	5000	14806			0000	609038	5000	617	W	0.04	0	100			TAMGAS CR 101-25	TAMGAS CREEK	TAMGAS CR	AK	SEAK	SESE	N	14806	0	617	609038	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO01226						2	3	2001	20020620	20020620	2FS  LWFRR0281	2FS  LWFRH0281	2FS  LWFRS0281	F	H	B		1.1		N					0000	82000			W						R-Kanaka Cr	H-Bell-Irving Kanaka Cr H	S-Kanaka Cr	BC	FRTH	LOFR	N	0	0	0	82000	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050816						2		2007	20090519	20090519	3M10513  888130 R	3M10513  888131 H	3F10308  070012 S02	Y	H			32.05	138						5000	313600	0000	5748						BO=MIXED(HxW) SQUAXIN COOP PORTION OF SOUTH SOUND NET PENS	PEALE PASS @ SI PENS	SOUTH SOUND NET PENS	SKYKOMISH R  07.0012	WA	SPS	EKPS	N	0	0	313600	5748	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050826						2	7	2002	20030728	20030728	3F42001  450888 R	3F42001  300002 H01	3F42001  280159 S	G	H			5.21							5000	30171	0000	366							NASON CR     45.0888	KLICKITAT HATCHERY	WASHOUGAL R  28.0159	WA	UPCR	WECH	N	0	0	30171	366	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050834						2		2004	20050509	20050509	3F21802  220478 R11	3F21802  220240 H	3F21802  220240 S	G	H			4.16							0000	25000									VANCE CR JV PD 22.0478	LK ABERDEEN HATCHERY	VAN WINKLE C 22.0240	WA	GRAY	GHLC	N	0	0	0	25000	0
T	4.1	20200127	ADFG	NSRAA	01	040684	14					2		2002	20040520	20040520	1M1NW113 4199999	1F1NW113 4110280	1F1NW113 4110280999	S	H	P	FR	16.1		N	5000	8969			0000	1438	5000	941	B	0.095	41	503			BEAR COVE 113-41	MEDVEJIE	MEDVEJIE H	AK	SEAK	SENW	N	8969	0	941	1438	0
T	4.1	20200127	ADFG	NSRAA	01	040864	12					2		2002	20040521	20040521	1M1NW113 32	1F1NW113 4110280	1F1NW113 4110280999	S	H	B	FR	20		N	5000	19818			0000	342593	5000	550	B	0.027	234	518			SHAMROCK BAY 113-32	MEDVEJIE	MEDVEJIE H	AK	SEAK	SENW	N	19818	0	550	342593	0
N	4.1	20200302	WDFW	COOP	04	!04P00049593						2		2004	20050129	20050129	3F10511  090371 R	3F10510  096201 H	3F10510  090072 S	E	H			0.3							0000	6800								AKA NWSSC - DES MOINES	MILLER CR    09.0371	TU - DES MOINES	BIG SOOS CR  09.0072	WA	MPS	DUWA	N	0	0	0	6800	0
N	4.1	20200302	WDFW	WDFW	04	!04P00050867						2	7	2008	20100503	20100505	3F42001  260002 R	3F42001  260002 H02	3F42001  260002 S	Y	H		VO	30.64	142						5000	280237	0000	1720							COWLITZ R    26.0002	COWLITZ SALMON HATCHERY	COWLITZ R    26.0002	WA	LOCR	COWL	N	0	0	280237	1720	0
N	4.1	20200302	WDFW	UW	04	!04P00050877						2		2003	20040512	20040512	3F10510  080028 R	3F10510  080028 H	3F10510  080028 S	G	H			7.08							5000	47979	0000	48						NO QC	PORTAGE BAY/SHIP CNL	PORTAGE BAY HATCHERY	PORTAGE BAY STOCK UW	WA	MPS	LAKW	N	0	0	47979	48	0
N	4.1	20200302	WDFW	WDFW	04	!04P00038848						2		2005	20070501	20070501	3F10308  070940 R	3F10308  070943 H	3F10308  070012 S02	Y	H			22.45	125						5000	56165	0000	379							WALLACE R    07.0940	WALLACE R HATCHERY	SKYKOMISH R  07.0012	WA	NPS	SNOH	N	0	0	56165	379	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO0552						2	3	2005	20060415	20060415	2FS  GSMNR6701	2FS  GSMNH1346	2FS  GSMNS0153	E	H	B		0.5		N					0000	5000			B						R-Explosives Cr	H-Terminal Creek H	S-Tenderfoot Cr	BC	GST	GSMS	N	0	0	0	5000	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO0553						2	3	2005	20060415	20060415	2FS  GSMNR2227	2FS  GSMNH1346	2FS  GSMNS0153	E	H	B		0.5		N					0000	2500			B						R-Killarney Lk	H-Terminal Creek H	S-Tenderfoot Cr	BC	GST	GSMS	N	0	0	0	2500	0
T	4.1	20200127	ADFG	DIPAC	01	040932	12					2		2002	20040608	20040618	1M1NE111 40	1F1NE111 4010150998	1F1NE111 4010150998	S	H	P	FR	17.15		N	5500	15494			0500	183507	5500	1113	B	0.067	182	507			GASTINEAU CH 111-40	MACAULAY	MACAULAY H	AK	SEAK	SENE	N	15494	0	1113	183507	0
N	4.1	20200124	CDFO	CDFO	03	!03NOCO0554						2	3	2005	20060415	20060415	2FS  GSMNR6704	2FS  GSMNH1346	2FS  GSMNS0153	E	H	B		0.5		N					0000	2500			B						R-Killarney Cr	H-Terminal Creek H	S-Tenderfoot Cr	BC	GST	GSMS	N	0	0	0	2500	0
N	4.1	20200124	CDFO	CDFO	03	!03AD1073						2	3	2010	20120606	20120606	2MS  GSMNR1922	2MS  GSMNH5757	2FS  GSMNS0112	S	H	B		21.7		N					5000	7496			W						R-Burrard In	H-Ioco Seapen	S-Seymour R/GSMN	BC	GST	GSMS	N	0	0	7496	0	0
N	4.1	20200302	WDFW	WDFW	04	!04P00038930						2		2007	20090417	20090512	3F21802  220360 R02	3F21802  220360 H	3F21802  220360 S	Y	H		VO	26.37	136						5000	150120								BO=MIXED(HxW)	SATSOP R -EF 22.0360	BINGHAM CR HATCHERY	SATSOP R     22.0360	WA	GRAY	GHLC	N	0	0	150120	0	0
